,/lpc/nct6687d/0/control/0,/lpc/nct6687d/0/control/1,/lpc/nct6687d/0/control/2,/lpc/nct6687d/0/control/3,/lpc/nct6687d/0/control/4,/lpc/nct6687d/0/control/5,/lpc/nct6687d/0/control/6,/lpc/nct6687d/0/control/7,/lpc/nct6687d/0/voltage/0,/lpc/nct6687d/0/voltage/1,/lpc/nct6687d/0/voltage/2,/lpc/nct6687d/0/voltage/3,/lpc/nct6687d/0/voltage/4,/lpc/nct6687d/0/voltage/5,/lpc/nct6687d/0/voltage/6,/lpc/nct6687d/0/voltage/7,/lpc/nct6687d/0/voltage/8,/lpc/nct6687d/0/voltage/9,/lpc/nct6687d/0/voltage/10,/lpc/nct6687d/0/voltage/11,/lpc/nct6687d/0/voltage/12,/lpc/nct6687d/0/voltage/13,/lpc/nct6687d/0/temperature/0,/lpc/nct6687d/0/temperature/1,/lpc/nct6687d/0/temperature/2,/lpc/nct6687d/0/temperature/3,/lpc/nct6687d/0/temperature/4,/lpc/nct6687d/0/temperature/5,/lpc/nct6687d/0/temperature/6,/lpc/nct6687d/0/fan/0,/lpc/nct6687d/0/fan/1,/lpc/nct6687d/0/fan/2,/lpc/nct6687d/0/fan/3,/lpc/nct6687d/0/fan/4,/lpc/nct6687d/0/fan/5,/lpc/nct6687d/0/fan/6,/lpc/nct6687d/0/fan/7,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/10,/amdcpu/0/load/11,/amdcpu/0/load/12,/amdcpu/0/load/13,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/2,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/3,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/4,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/5,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/6,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/temperature/2,/amdcpu/0/temperature/3,/amdcpu/0/voltage/0,/amdcpu/0/voltage/1,/amdcpu/0/clock/0,/ram/data/0,/ram/data/1,/ram/load/0,/ram/data/2,/ram/data/3,/ram/load/1,/gpu-amd/0/factor/0,/gpu-amd/0/smalldata/0,/gpu-amd/0/smalldata/1,/gpu-amd/0/load/2,/gpu-amd/0/load/6,/gpu-amd/0/load/3,/gpu-amd/0/load/4,/gpu-amd/0/load/7,/gpu-amd/0/load/11,/gpu-amd/0/load/10,/gpu-amd/0/load/12,/gpu-amd/0/load/5,/gpu-amd/0/load/9,/gpu-amd/0/load/8,/gpu-amd/0/load/16,/gpu-amd/0/load/15,/gpu-amd/0/load/13,/gpu-amd/0/load/14,/gpu-amd/0/power/3,/gpu-amd/0/temperature/0,/gpu-amd/0/temperature/7,/gpu-amd/0/clock/0,/gpu-amd/0/clock/2,/gpu-amd/0/fan/0,/gpu-amd/0/control/0,/gpu-amd/0/voltage/0,/gpu-amd/0/load/0,/gpu-amd/0/load/1,/nvme/1/temperature/0,/nvme/1/level/1,/nvme/1/level/2,/nvme/1/level/3,/nvme/1/data/4,/nvme/1/data/5,/nvme/1/temperature/6,/nvme/1/temperature/7,/nvme/1/load/0,/nvme/1/load/31,/nvme/1/load/32,/nvme/1/load/33,/nvme/1/throughput/34,/nvme/1/throughput/35,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/0/load/31,/hdd/0/load/32,/hdd/0/load/33,/hdd/0/throughput/34,/hdd/0/throughput/35,/nic/{2CAEE579-195B-47F4-ACFE-A6517C4057AB}/data/2,/nic/{2CAEE579-195B-47F4-ACFE-A6517C4057AB}/data/3,/nic/{2CAEE579-195B-47F4-ACFE-A6517C4057AB}/throughput/7,/nic/{2CAEE579-195B-47F4-ACFE-A6517C4057AB}/throughput/8,/nic/{2CAEE579-195B-47F4-ACFE-A6517C4057AB}/load/1,/nic/{6E9CE074-F732-4D3B-A40D-9C62B0D46329}/data/2,/nic/{6E9CE074-F732-4D3B-A40D-9C62B0D46329}/data/3,/nic/{6E9CE074-F732-4D3B-A40D-9C62B0D46329}/throughput/7,/nic/{6E9CE074-F732-4D3B-A40D-9C62B0D46329}/throughput/8,/nic/{6E9CE074-F732-4D3B-A40D-9C62B0D46329}/load/1,/nic/{E52184C0-08D4-4C9D-BE72-4E8129A662DE}/data/2,/nic/{E52184C0-08D4-4C9D-BE72-4E8129A662DE}/data/3,/nic/{E52184C0-08D4-4C9D-BE72-4E8129A662DE}/throughput/7,/nic/{E52184C0-08D4-4C9D-BE72-4E8129A662DE}/throughput/8,/nic/{E52184C0-08D4-4C9D-BE72-4E8129A662DE}/load/1,/nic/{0867743B-CBA1-47D2-9005-4C28965CC0A0}/data/2,/nic/{0867743B-CBA1-47D2-9005-4C28965CC0A0}/data/3,/nic/{0867743B-CBA1-47D2-9005-4C28965CC0A0}/throughput/7,/nic/{0867743B-CBA1-47D2-9005-4C28965CC0A0}/throughput/8,/nic/{0867743B-CBA1-47D2-9005-4C28965CC0A0}/load/1,/nic/{386E8ACC-E354-4F90-A39F-F0AE86CADFDB}/data/2,/nic/{386E8ACC-E354-4F90-A39F-F0AE86CADFDB}/data/3,/nic/{386E8ACC-E354-4F90-A39F-F0AE86CADFDB}/throughput/7,/nic/{386E8ACC-E354-4F90-A39F-F0AE86CADFDB}/throughput/8,/nic/{386E8ACC-E354-4F90-A39F-F0AE86CADFDB}/load/1
08/07/2024 08:55:34,47,100,0,0,0,100,100,50,12.216,5.04,1.00200009,0.672000051,2.308,0.814,0.726,1.53200006,3.33200026,1.83200014,0,3.348,3.348,3.252,43,42.5,39,41.5,38.5,36.5,0,1060,0,0,0,1113,0,0,0,57.4975967,15.0933447,22.1193848,14.7910709,25.562542,27.4225464,10.3238583,12.334466,16.0248165,15.6823339,11.0202017,12.3823462,20.0212059,57.4975967,41.7760048,4350.03174,43.5,4.075456,0.95625,4350.03174,43.5,2.23811555,0.95625,4350.03174,43.5,2.97840977,0.95625,4350.03174,43.5,1.62288916,0.95625,4350.03174,43.5,1.97621274,0.95625,3480.02515,34.8,1.60767722,0.95625,43.5000076,36.25,1.11875,0.9875,100.000725,8.79179,23.13599,27.5364838,14.4742317,22.7035484,38.9324837,42.10031,2540.26563,263.703125,1.95872688,0.744522631,0,0,1.2715627,0,0,0,0,0,0,0,0,0,0,19,42,45,77,908,0,0,0.862000048,1,0,44,100,1,0,37705,8057,44,41,77.2945557,0.824732542,2.92760563,4.21025038,1581162.75,3502948.25,40,4.474388,0,0,0.0607109033,0,0,0,0,0,0,0,0.100242943,0.450287044,107946.742,1925791.38,1.62699044,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:35,47,100,0,0,0,100,100,50,12.216,5.04,1.00200009,0.672000051,2.308,0.814,0.726,1.53200006,3.33200026,1.83200014,0,3.348,3.348,3.252,43,42.5,39,41.5,38.5,36.5,0,1060,0,0,0,1113,0,0,0,12.8345432,10.8296394,6.87061548,6.878167,11.7728176,7.06600571,2.783388,1.90854073,3.82474065,3.284359,3.57855558,0.9286523,6.046671,12.8345432,32.4724541,4350.03125,43.5,1.52760458,1.1375,4350.03125,43.5,1.10031319,1.1375,4350.03125,43.5,1.29184365,1.1375,3480.025,34.8,0.700069249,1.1375,3480.025,34.8,0.7938616,1.1375,3480.025,34.8,0.564681768,1.1375,43.0000076,40.7500038,1.10625,0.9875,100.000717,8.793076,23.1347046,27.54052,14.4776,22.70018,38.94154,59.9822159,2542.76563,263.703125,2.97912121,0.113981918,0,0,0.06919628,0,0,0,0,0,0,0,0,0,0,9,41,44,145,68,0,0,0.862000048,9,1,44,100,1,0,37705,8057,44,41,77.2945557,0,0,0,0,0,40,4.474388,0,0,0,0,0,0,0,0,0,0,0.10024365,0.450290263,747.9476,3405.56934,0.00332281366,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:36,48,100,0,0,0,100,100,50,12.216,5.04,1,0.672000051,2.092,0.814,0.726,1.53200006,3.3360002,1.83200014,0,3.348,3.348,3.252,42,42.5,39,41.5,38.5,36.5,0,1077,0,0,0,1113,0,0,0,11.4300365,10.8250322,6.48568869,5.227649,8.964986,8.81139,2.97402143,2.62302756,3.45913768,7.108289,3.13020945,1.51263475,6.046009,11.4300365,31.9110432,4350.032,43.5,1.37094641,1.1,4350.032,43.5,0.9323023,1.1,4350.032,43.5,1.1902622,1.1,4350.032,43.5,0.6037953,1.1,4350.032,43.5,0.8882162,1.1,4350.032,43.5,0.44014284,1.1,42.5000076,35.25,1.11875,0.9875,100.00074,8.795391,23.13239,27.5477676,14.4746475,22.7031326,38.9335976,60.0910568,2540.00781,263.703125,2.43897319,0,0,0,0.02635542,0,0,0,0,0,0,0,0,0,0,6,41,44,74,60,0,0,0.862000048,2,0,44,100,1,0,37705,8057,44,41,77.2945557,0.0453021973,0.454019845,0.8598762,16688.5469,1422698.5,40,4.474388,0,0,0.03261473,0,0,0,0,0,0,0,0.10025236,0.450293064,9524.758,3082.22852,0.0100855893,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:37,48,100,0,0,0,100,100,50,12.216,5.04,1,0.672000051,2.092,0.814,0.726,1.53200006,3.3360002,1.83200014,0,3.348,3.348,3.252,42,42.5,39,41.5,38.5,36.5,0,1077,0,0,0,1113,0,0,0,7.231063,9.790426,2.90637016,0.6498039,3.92154455,5.499607,0,0,0.0742316246,0.509053469,1.38624907,0,2.586764,9.790426,30.07383,3560.024,35.6,1.25856936,1.14375,3560.024,35.6,0.647779465,1.14375,4450.03,44.5,0.8974589,1.14375,3560.024,35.6,0.329848319,1.14375,3560.024,35.6,0.440011561,1.14375,3560.024,35.6,0.230856538,1.14375,42.0000076,42.0000038,1.1375,0.9875,100.000671,8.787182,23.1405983,27.5220566,14.4672279,22.7105522,38.9136429,19.5689487,2531.22656,263.703125,1.17094576,0,0,0,0.0298010353,0,0,0,0,0,0,0,0,0,0,9,42,44,49,744,0,0,0.862000048,2,1,44,100,1,0,37705,8057,44,41,77.29744,0,0.0448273979,0.07235471,0,244690.313,40,4.474388,0,0,0.0360576063,0,0,0,0,0,0,0,0.100252561,0.450293243,213.216827,160.401642,0.000298894767,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:38,47,100,0,0,0,100,100,50,12.216,5.04,1,0.672000051,1.9920001,0.814,0.726,1.53000009,3.33200026,1.83200014,0,3.348,3.344,3.256,41,42,39,41.5,38.5,36,0,1082,0,0,0,1112,0,0,0,8.163506,7.663828,6.139022,4.64829826,6.396842,9.738779,1.705569,2.18388438,2.144891,3.98923159,3.33887935,0.911808,4.75204563,9.738779,30.3569088,4350.03369,43.5,1.02524471,0.95,4350.03369,43.5,0.805128038,0.95,4350.03369,43.5,1.08485091,0.95,4350.03369,43.5,0.325797081,0.95,4350.03369,43.5,0.5118732,0.95,4350.03369,43.5,0.301261634,0.95,41.6250076,35.25,1.1125,0.9875,100.000771,8.786594,23.1411858,27.5202179,14.4701157,22.7076645,38.92141,2.0322988,2534.98438,263.703125,1.32673383,0.118007161,0,0,0.164912149,0,0,0,0,0,0,0,0,0,0,6,42,44,49,54,0,0,0.862000048,3,0,44,100,1,0,37705,8057,44,41,77.29744,0,0.05997291,0.146060273,0,307723.6,40,4.474388,0,0,0,0,0,0,0,0,0,0,0.1002532,0.450294226,699.4316,1093.87842,0.00143464806,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:39,47,100,0,0,0,100,100,50,12.216,5.04,1,0.672000051,1.9920001,0.814,0.726,1.53000009,3.33200026,1.83200014,0,3.348,3.344,3.256,41,42,39,41.5,38.5,36,0,1082,0,0,0,1112,0,0,0,3.87917757,4.669738,2.09898353,2.646637,3.280741,8.541656,0.6576419,0.697779655,0.737762451,1.45218968,2.67202258,0.421661139,2.646327,8.541656,28.8695736,4450.03174,44.5,0.79095155,1.125,3560.02563,35.6,0.484385163,1.125,3560.02563,35.6,0.877558351,1.125,3560.02563,35.6,0.102339782,1.125,3560.02563,35.6,0.211942092,1.125,3560.02563,35.6,0.159020737,1.125,41.2500076,41.2500038,1.13125,0.9875,100.000717,8.783783,23.1439972,27.5114136,14.4688454,22.7089348,38.9179878,0,2534.98438,263.703125,0.704256237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,44,0,30,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0,0,0,0,39,4.474388,0,0,0,0,0,0,0,0,0,0,0.100253306,0.4502955,109.006653,1339.79089,0.001159038,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:40,46,100,0,0,0,100,100,50,12.216,5.04,1,0.672000051,1.97600007,0.816000044,0.726,1.53200006,3.3360002,1.83400011,0,3.35200024,3.348,3.252,41,42.5,39,41.5,38,36.5,0,1055,0,0,0,1113,0,0,0,3.38875055,9.300929,1.10635757,3.8195014,3.46304774,5.077964,0.482916832,0.4793167,1.4439106,1.90876722,1.82728171,0.283581018,2.71520019,9.300929,28.9318161,4350.03174,43.5,0.892479062,0.94375,4350.03174,43.5,0.5071165,0.94375,4350.03174,43.5,0.673763156,0.94375,4350.03174,43.5,0.137380943,0.94375,4350.03174,43.5,0.242342845,0.94375,3480.02515,34.8,0.116487987,0.94375,40.8750076,35.5,1.1125,0.9875,100.000725,8.786999,23.1407814,27.5214844,14.4656792,22.712101,38.9094734,0,2534.98438,263.703125,0.704280257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,44,0,52,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0.243433848,1.3854723,0,461823.2,39,4.474388,0,0,0.0476268157,0,0,0,0,0,0,0,0.100253306,0.4502955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:41,46,100,0,0,0,100,100,50,12.216,5.04,1,0.672000051,1.97600007,0.816000044,0.726,1.53200006,3.3360002,1.83400011,0,3.35200024,3.348,3.252,41,42.5,39,41.5,38,36.5,0,1055,0,0,0,1113,0,0,0,5.525917,5.725932,2.02931166,0.5118191,2.649808,9.290701,1.00103617,0.939697,1.09154582,1.09884143,0.821012259,0.7004976,2.61550546,9.290701,28.8142948,4450.032,44.5,0.804159,1.14375,4450.032,44.5,0.4209617,1.14375,4450.032,44.5,0.899735153,1.14375,3560.026,35.6,0.13256897,1.1375,3560.026,35.6,0.209035948,1.1375,3560.026,35.6,0.081353955,1.1375,40.6250076,41.7500038,1.1375,0.9875,100.000725,8.781464,23.1463165,27.50415,14.4520073,22.7257729,38.8727,0,2469.039,263.703125,0.650688469,0,0,0,0.44290328,0,0,0,0,0,0,0,0,0,0,5,41,44,0,68,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0.0429979,0.1533273,0,351327.5,39,4.474388,0,0,0,0,0,0,0,0,0,0,0.100253493,0.4502958,194.222275,320.41745,0.000411711779,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:42,45,100,0,0,0,100,100,50,12.216,5.04,1,0.67,1.968,0.814,0.726,1.53200006,3.3360002,1.83200014,0,3.348,3.348,3.252,40,42.5,39,41.5,38,36,0,1047,0,0,0,1113,0,0,0,4.58883047,7.59204626,1.68011189,5.36903143,3.86878848,6.56650066,0.644052,0.730675459,0.6657839,1.66104436,1.34892464,0.331610441,2.92060375,7.59204626,29.19547,4350.03174,43.5,0.826369166,0.94375,4350.03174,43.5,0.5504777,0.94375,4350.03174,43.5,0.7414854,0.94375,4350.03174,43.5,0.177924812,0.94375,4350.03174,43.5,0.252786547,0.94375,3480.02539,34.8,0.13957721,0.94375,40.3750076,34.5,1.1125,0.9875,100.000732,8.778252,23.1495285,27.4940872,14.45137,22.72641,38.8709831,0,2469.039,263.703125,0.6897621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,44,0,36,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0.01102184,0.02470237,0,79225.58,39,4.474388,0,0,0,0,0,0,0,0,0,0,0.100253694,0.450295955,221.924759,166.952576,0.000311101874,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:43,45,100,0,0,0,100,100,50,12.216,5.04,1,0.67,1.968,0.814,0.726,1.53200006,3.3360002,1.83200014,0,3.348,3.348,3.252,40,42.5,39,41.5,38,36,0,1047,0,0,0,1113,0,0,0,4.384923,8.541751,2.25006342,1.63511038,3.53229642,4.2963686,0.6145477,3.47617269,1.01483464,0.9227693,1.88851357,1.16919279,2.81054378,8.541751,28.8821373,4450.03174,44.5,0.996690631,1.13125,3560.02563,35.6,0.381005883,1.13125,3560.02563,35.6,0.648567557,1.13125,3560.02563,35.6,0.2725892,1.13125,3560.02563,35.6,0.15570271,1.13125,3560.02563,35.6,0.19441326,1.13125,40.2500076,41.5000038,1.13125,0.9875,100.000717,8.783497,23.1442833,27.51052,14.4525566,22.7252235,38.874176,0,2459.52344,263.703125,0.6500207,0,0,0,0.199230611,0,0,0,0,0,0,0,0,0,0,5,41,44,0,26,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0.02035693,0.182896927,0,169732.734,39,4.474388,0,0,0.0838133842,0,0,0,0,0,0,0,0.100253895,0.4502961,215.087646,161.809052,0.000301517372,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:44,45,100,0,0,0,100,100,50,12.216,5.04,1,0.672000051,1.95200014,0.816000044,0.728000045,1.53200006,3.3360002,1.83,0,3.348,3.348,3.252,40,42,39,41.5,38,36,0,1047,0,0,0,1115,0,0,0,2.78030038,12.7191124,0.9251356,2.42444277,3.62512469,4.308033,0.9454608,0.5538225,0.5127847,0.4082799,0,0.202411413,2.35592723,12.7191124,28.5209217,4350.032,43.5,0.981686056,0.94375,4350.032,43.5,0.38719523,0.94375,4350.032,43.5,0.654177666,0.94375,3480.02563,34.8,0.128557459,0.94375,3480.02563,34.8,0.10394305,0.94375,3480.02563,34.8,0.08122444,0.94375,40.1250076,35,1.1125,0.9875,100.00074,8.779663,23.1481171,27.4985046,14.38723,22.79055,38.6984673,0,2459.52344,263.703125,0.69961834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,44,0,30,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0.0390708819,0.07114703,0,154041.547,39,4.474388,0,0,0,0,0,0,0,0,0,0,0.100254148,0.450296938,276.468018,930.030334,0.0009651987,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:45,45,100,0,0,0,100,100,50,12.216,5.04,1,0.672000051,1.95200014,0.816000044,0.728000045,1.53200006,3.3360002,1.83,0,3.348,3.348,3.252,40,42,39,41.5,38,36,0,1047,0,0,0,1115,0,0,0,4.42160368,6.74036741,0.885462761,1.93542838,2.64356136,7.94127,0.273811817,0.5329907,0,1.25169754,1.25377774,0,2.106458,7.94127,28.8362751,4450.032,44.5,0.9353628,1.125,3560.026,35.6,0.414927334,1.125,3560.026,35.6,0.81298,1.125,3560.026,35.6,0.09421819,1.125,3560.026,35.6,0.2188138,1.125,3560.026,35.6,0.0618838444,1.1125,39.8750076,40.7500038,1.11875,0.9875,100.000725,8.778976,23.1488037,27.49636,14.3850632,22.792717,38.6926346,0,2459.52344,263.703125,0.672771335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,44,0,32,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0.0496361256,0.3586296,0,237844.672,39,4.474388,0,0,0.0333432779,0,0,0,0,0,0,0,0.1002544,0.450297266,269.669373,339.5472,0.000487373269,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:46,45,100,0,0,0,100,100,50,12.216,5.04,1,0.67,1.96,0.816000044,0.726,1.53200006,3.33200026,1.83200014,0,3.348,3.344,3.252,40,42,39,41.5,38,36,0,1048,0,0,0,1114,0,0,0,3.84330153,4.63318253,0,0.271016359,1.08029842,8.221412,0,0,0.6931603,1.03821158,1.28576159,1.10087991,1.66204572,8.221412,28.6316643,4350.03125,43.5,0.7299134,0.94375,4350.03125,43.5,0.3096077,0.94375,4350.03125,43.5,0.9139141,0.94375,4350.03125,43.5,0.08581893,0.94375,4350.03125,43.5,0.176760927,0.94375,3480.025,34.8,0.110744,0.94375,39.7500076,34.75,1.1125,0.9875,100.000717,8.775318,23.152462,27.4849014,14.3745422,22.8032379,38.6643372,0,2459.52344,263.703125,0.6996664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,44,0,26,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0,0,0,0,39,4.474388,0,0,0,0,0,0,0,0,0,0,0.100254484,0.450297445,85.10069,191.226257,0.000221061564,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:47,45,100,0,0,0,100,100,50,12.216,5.04,1,0.67,1.96,0.816000044,0.726,1.53200006,3.33200026,1.83200014,0,3.348,3.344,3.252,40,42,39,41.5,38,36,0,1048,0,0,0,1114,0,0,0,5.689245,10.7834282,2.39750743,3.01220417,4.94357967,5.480152,2.02267766,1.94036961,1.82347894,2.50403285,1.60055161,1.594317,3.6493063,10.7834282,28.4600639,4450.032,44.5,1.04775774,1.125,3560.026,35.6,0.361306816,1.125,3560.026,35.6,0.6775247,1.125,3560.026,35.6,0.0907730162,1.125,3560.026,35.6,0.101392955,1.125,3560.026,35.6,0.06555066,1.125,39.6250076,41.0000038,1.125,0.9875,100.000725,8.77924,23.14854,27.4971848,14.3735275,22.8042526,38.6616058,0,2459.52344,263.703125,0.690254152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,43,0,30,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0.0147446422,0.0003493991,0,20441.9063,39,4.474388,0,0,0,0,0,0,0,0,0,0,0.100254685,0.4502976,217.594818,163.69519,0.000305032,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:48,44,100,0,0,0,100,100,50,12.216,5.04,1,0.67,2.0400002,0.816000044,0.728000045,1.53200006,3.33200026,1.83200014,0,3.348,3.344,3.256,39,42,39,41.5,38,36,0,1020,0,0,0,1113,0,0,0,7.30313063,10.7273579,2.74937749,2.31654644,6.35654926,9.675044,0,0,0.9916723,0.858992338,0,0,3.280872,10.7273579,30.7921886,4350.032,43.5,1.24395478,1.10625,4350.032,43.5,0.7569551,1.1125,4350.032,43.5,1.18699539,1.1125,3480.02563,34.8,0.467123926,1.1125,3480.02563,34.8,0.5506424,1.1125,3480.02563,34.8,0.1749626,1.1125,39.6250076,35,1.1125,0.9875,100.00074,8.7841835,23.1435966,27.5126648,14.4013405,22.77644,38.7364159,0,2477.32813,263.703125,1.38460994,0.0833337,0,0,0.471155524,0,0,0,0,0,0,0,0,0,0,5,41,44,0,36,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0.08560249,0.6323494,0,184442.891,39,4.474388,0,0,0,0,0,0,0,0,0,0,0.100254938,0.450297832,273.18222,230.153519,0.000402668578,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:49,44,100,0,0,0,100,100,50,12.216,5.04,1,0.67,2.0400002,0.816000044,0.728000045,1.53200006,3.33200026,1.83200014,0,3.348,3.344,3.256,39,42,39,41.5,38,36,0,1020,0,0,0,1113,0,0,0,12.2325954,12.7027273,8.384621,4.852873,11.3178787,12.4946709,2.98048258,1.91488862,4.04161835,3.55898142,2.59276032,3.89587879,6.74749,12.7027273,32.4045753,4450.03174,44.5,1.57515728,1.1375,3560.02515,35.6,1.0066601,1.1375,3560.02515,35.6,1.44913745,1.1375,3560.02515,35.6,0.591401935,1.1375,3560.02515,35.6,0.7431501,1.1375,3560.02515,35.6,0.4601176,1.1375,39.7500076,42.0000038,1.13125,0.9875,100.00071,8.798752,23.1290283,27.5582962,14.5139389,22.6638412,39.0392876,39.5620232,2532.75781,263.703125,2.24745655,0.835961044,0,0,1.31694722,0,0,0,0,0,0,0,0,0,0,11,41,44,91,100,0,0,0.862000048,4,1,44,100,1,0,37705,8057,44,41,77.29744,0,0.0128307948,0.07041603,0,32436.98,39,4.474388,0,0,0.06376816,0,0,0,0,0,0,0,0.100259475,0.450303882,4817.824,6432.344,0.009000135,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:50,45,100,0,0,0,100,100,50,12.216,5.04,1,0.672000051,1.94,0.816000044,0.728000045,1.53200006,3.33200026,1.83200014,0,3.348,3.348,3.256,39,42,39,41.5,38,36,0,1019,0,0,0,1113,0,0,0,5.87152243,5.07082367,3.39745283,1.12748742,4.60157967,10.3409653,1.07188821,1.38553977,1.29370689,2.17431188,1.36475563,0,3.11508179,10.3409653,29.5825024,4350.03174,43.5,0.8249597,0.95,4350.03174,43.5,0.5375997,0.95,4350.03174,43.5,1.05158854,0.95,3480.02539,34.8,0.217679545,0.95,4350.03174,43.5,0.386596739,0.95,3480.02539,34.8,0.151049614,0.95,39.7500076,34.75,1.09375,0.9875,100.000732,8.794807,23.1329727,27.5459366,14.5110207,22.66676,39.0314331,20.4062481,2532.75781,263.703125,1.297975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,44,0,46,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0,0,0,0,39,4.474388,0,0,0,0,0,0,0,0,0,0,0.100259542,0.4503041,76.47677,248.804413,0.000260224944,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
08/07/2024 08:55:51,45,100,0,0,0,100,100,50,12.216,5.04,1,0.672000051,1.94,0.816000044,0.728000045,1.53200006,3.33200026,1.83200014,0,3.348,3.348,3.256,39,42,39,41.5,38,36,0,1019,0,0,0,1113,0,0,0,6.05515862,7.243061,1.45332217,1.684016,3.35950851,5.94756031,1.49293542,1.47869587,0.7672608,1.42216682,1.18956566,1.9197166,2.83441544,7.243061,28.7184429,4450.03174,44.5,0.9923008,1.125,3560.02563,35.6,0.385216177,1.125,3560.02563,35.6,0.7555304,1.125,3560.02563,35.6,0.14844577,1.125,3560.02563,35.6,0.141817644,1.125,3560.02563,35.6,0.05544069,1.125,39.6250076,41.2500038,1.13125,0.9875,100.000717,8.804695,23.123085,27.5769043,14.5087776,22.6690025,39.0254021,0,2513.69531,263.703125,0.687393665,0,0,0,0.41371116,0,0,0,0,0,0,0,0,0,0,5,41,44,0,54,0,0,0,0,0,44,100,1,0,37705,8057,44,41,77.29744,0,0.0241019148,0.0610450134,0,93102.41,39,4.474388,0,0,0.048677966,0,0,0,0,0,0,0,0.100259691,0.45030418,157.134354,86.9674454,0.000195281449,0,0,0,0,0,0,0,0,0,0,0.0001366064,0.000705162063,0,0,0
